date,headline,img_src,summary
2017-07-24-15-17,The New York Mayor and the Restaurateur,https://static01.nyt.com/images/2017/07/24/nyregion/24SINGH1/24SINGH1-largeHorizontal375.jpg,"Federal investigators, while declining to prosecute, still questioned the way Mayor Bill de Blasio sought help for an early donor to his campaign."
