"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Latin America & Caribbean (excluding high income)","LAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","733312813683.685","781922336514.467","820014167003.833","838808241465.052","903565195772.94","951893196633.554","987562868360.478","1032123074591.07","1116197535428.97","1186976365380.91","1268715104132.24","1354064529272.1","1457095942489.85","1592048318833.41","1698382989480.32","1771443883965.56","1882112131698.35","1970780620445.2","2042800771167.91","2174923217468.13","2311256278572.23","2313644966911.08","2302778145116.34","2242440533462.07","2330542807966.44","2414645791500.6","2523917093340.75","2607050623466.73","2623584996193.7","2651025881967.14","2660462902105.41","2758371855275.8","2829043114574.59","2937964908651.11","3071279461476.71","3113559114418.21","3213050600476.76","3374697704719.28","3438744755965.39","3437633875070.92","3569317261168.68","3592094592542.11","3601002517833.18","3653614478856.17","3886472683399.29","4062188480771.64","4285346854380.14","4541448218170.05","4729427180775.52","4646392574060.73","4923900085205.26","5144515724384.1","5289772514420.2","5435934617693.03","5482608571190.43","5465190342803.77","",
"Lao PDR","LAO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","1516865496.45383","1593770030.2616","1671627820.11006","1647793877.99983","1614669908.16248","1843801847.59472","1967420993.31199","2051952488.37438","2166038128.1924","2294106357.55118","2481282920.37596","2655748233.09572","2839747068.00772","3034897078.44677","3155309900.49389","3385848708.10117","3582186704.5765","3788213052.16071","4012427672.83885","4255861752.1884","4526436482.44847","4848156050.12592","5266031526.29193","5666082925.92788","6109448405.32773","6567765473.10106","7127792629.58294","7700771122.88194","8318856827.90035","9023960564.96476","9702248739.18184","10415401472.9421","",
"Lebanon","LBN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15705124726.1519","9038123662.86143","11436223483.7034","15804941949.0082","16516154372.5357","17671949259.5213","19086261521.6505","20333538334.9631","21377971319.5812","20889102842.8335","21639573796.3313","21541530456.19","21831062957.0149","22676199965.3731","23450615949.9834","24206305944.2123","25637810945.2736","26338308457.7114","26748258706.4677","29249087893.864","31918407960.199","35207296849.0879","38009950248.7562","38763515754.5605","39616313101.1609","39972859919.0713","40692371397.6119","41221372225.8043","",
"Liberia","LBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1426700787.8148","1461512079.03896","1481163659.27636","1514852143.68055","1592896740.23479","1669256805.57371","1797833914.74399","1919112030.61857","2010632020.93449","2157176393.11709","2300913213.27413","2413769101.05254","2513711105.47439","2457002406.38263","2573788653.00656","2484514490.32084","2616460447.93154","2658009436.03654","2786025034.80171","2876983728.70277","2759074461.26861","2700119934.54665","2634427710.94385","2584456494.74268","2529993837.27137","2508657939.80888","2466547655.28902","2441842695.39586","2391982754.12254","1754078045.23354","858956846.842433","736768416.462007","478268199.475047","320557388.283499","250796568.136356","240097055.843849","269199729.279467","555304687.981094","723051855.693259","880253798.080176","1132146638.24602","1165190798.01995","1209034189.54096","844568142.71147","866700939.849503","912479873.144222","985872107.763442","1079873956.95073","1157051893.00929","1218376789.68453","1292697100","1398698238.23309","1510516487.30938","1641989954.45724","1653502629.68398","1653502629.68398","",
"Libya","LBY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46322057225.7385","48026344512.6129","47179698570.1011","46727316322.5252","52809344317.7121","55165501857.1698","61714049045.1692","65725799949.0192","69900911108.9382","71765417108.4958","71198368527.333","74773444900.5368","28357141373.22","","","","","",
"St. Lucia","LCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","367482921.095041","380382412.448904","339218879.290932","353638691.399257","436751169.937816","411385880.321721","472588664.538515","481733445.976918","540349617.705147","589325424.773138","728081458.052932","747579075.935605","800071948.264313","820657496.317649","832320529.591634","859685925.024517","906257134.569352","909915290.839727","967723571.581145","990548172.613844","1034335964.93836","1000939706.14564","1001394197.34619","1049295561.50204","1135498218.86352","1126561712.62907","1219194809.1401","1217054872.8051","1267894316.4822","1263352429.6561","1241892814.81481","1244853121.00198","1226820320.23358","1227587245.24826","1232954123.72852","1262175298.70714","",
"Latin America & Caribbean","LCN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","799686675784.447","851806820451.691","892996792567.107","915816902498.049","983976752756.409","1034890864621.25","1076710065327.58","1124108464624.34","1212117282459.69","1288397775603.01","1374155743472.78","1465768415773.8","1571342324415.79","1707336094416.26","1816500043081.13","1885280913264.53","2001528058073.09","2097847933076.6","2178804370737.12","2321751337836.11","2466426398177.83","2472371175480.49","2453014629425.34","2386306294098.59","2481718379055.83","2571826266921.37","2689070622187.36","2781320367190.21","2806585044497.67","2845078240795.15","2859078811738.57","2964920050621.92","3050574370524.02","3170103676295.69","3315214187225.39","3372824737701.41","3486593840541.52","3663525783727.67","3740748412155.62","3741230354600.64","3882053877641.71","3918770415820.12","3931991466269.09","3994496990968.72","4242670528065.52","4432982341195.55","4668247816977","4934782879264.71","5131018833976.12","5042686703436.98","5333795150955.72","5567562988799.09","5724574653726.97","5882707262997.28","5936490538054.95","5925702315293.47","",
"Least developed countries: UN classification","LDC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","214765630885.191","218475660966.831","222314990989.072","225673319387.473","233457973586.1","244244654136.415","250383909762.216","255921492878.397","257133592163.5","260626624431.638","261162556386.35","258486055186.328","263989582552.926","278396176045.72","294939524766.69","310806779465.574","324305826983.622","338643967122.121","353648407699.557","374537485236.179","387561511570.788","410243975602.29","439908091900.592","477540084377.064","517652680459.199","566990093864.017","610763613039.716","640368106636.333","676061806703.039","703027419447.952","735134742682.085","777564313325.335","819309590248.719","848419151114.438","",
"Low income","LIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","124539805841.763","125615931643.525","127532853692.608","130874162082.506","135411823782.902","139583137507.747","144599622491.542","146881093609.281","147468212107.757","148023757907.16","142562449719.12","142308347262.215","144619943164.909","150166009717.015","159127669054.638","164570909343.621","169662393134.659","175064019689.074","178207043994.194","186442839367.027","190372061143.085","196108561273.459","207175994778.184","219708179154.394","230909686814.582","245341499745.061","257603447537.232","271399345082.335","289217354977.135","305631761181.678","316927679518.676","335307905118.938","355621732355.574","371321680885.918","",
"Liechtenstein","LIE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5082366478.08994","","","","","","",
"Sri Lanka","LKA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","5924493033.6224","6150691336.3611","6305488774.10681","6551808520.80007","6718024859.26175","7055524282.15753","7509831214.04154","7945483594.76228","8558622235.0959","8887840752.84462","9003996423.28052","8967036826.76702","9599876388.25626","9969071394.64642","10579799952.2396","10932647568.4233","11490277125.8883","12139918649.0897","12917305250.5428","13672454340.664","14451719262.0142","15050236594.1564","15774753624.7009","16579131431.1742","17407989583.8216","18166202737.3756","18479680674.3054","18936624973.3559","19372035058.7496","20611844394.129","21559986606.7599","22508624131.3587","24061733433.5711","25409170950.2098","26806697009.2292","27825342704.3855","29607667121.8641","30998760577.3696","32331874829.8538","34271798040.9412","33742158886.2994","35079926055.4816","37163768055.402","39187357999.1951","41633334150.8608","44825899741.2981","47872638202.9726","50721102373.424","52516077578.7272","56725745039.336","61493395362.8239","67116707719.9298","69395796204.8212","72781341623.5865","76264645401.5186","",
"Lower middle income","LMC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","526281721537.099","545419836171.529","564605756568.611","591607259607.122","626766389597.248","637244049996.518","643710644886.757","655914583592.241","686953927052.104","740233100019.748","799516841924.678","839371544962.03","858361491439.344","901055096425.694","949465520373.393","989453090912.887","1047893845535.26","1119592087049.55","1164665560635.94","1187419318155.32","1255588414428.56","1291134408478.47","1328135769910.85","1375030648023.05","1415077674962.29","1468673109860.18","1514574444616.24","1554183054876.33","1647940741273.11","1735135657805.6","1804127798906.14","1828630797825.66","1876173768778.18","1919461006239.25","1978537817054.14","2072351598739.03","2193298548569.94","2278630986623.68","2289697609185.31","2393861818511.75","2499408839500.54","2607718599325.85","2709118259430.28","2881539133964.21","3124473986760.62","3331816788658.95","3578788001727.67","3838345779289.41","4022897880549.21","4224796081391.53","4538412302684.87","4784014708533.85","5029592974882.09","5309678257593.93","5602845491739.98","5907887029555.81","",
"Low & middle income","LMY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2201874700711.03","2248816474521.82","2336245454616.61","2444995882345.93","2629582123641.64","2779207821856.97","2899088811757.48","3004669026436.46","3200922407047.35","3444394669253.22","3719453056257.09","3951300042491.47","4200407815120.92","4508089107863.74","4779263369253.73","4983707628493.03","5314532965728.59","5551853496788.13","5727997833032.86","5966490840043.83","6238755315817.89","6341916670519.03","6494298889382.69","6573596222146.3","6866638696121.37","7164409836389.65","7448079066077.93","7771657143601.81","8058571839245.3","8284261138905.98","8457110512016.86","8553165341724.34","8616979374725.21","8852574917841.28","9069338539446.56","9397730503976.64","9847308214333.25","10326613944839.8","10524123430539.7","10864347074645.1","11472705352958.1","11871288199067.3","12359646201650.3","13030964275969.1","14083511711122.9","15083447642124.9","16303466842719.7","17718933073174.6","18727410028134.5","19172380768149.4","20617066677143.4","21852338289860.4","22915957545320.2","24046465809116.3","25088858181464","26047871898643.4","",
"Lesotho","LSO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","219721426.354984","223818786.596024","258134263.283128","285535402.229279","309095261.852598","315753496.825435","314473048.534584","348788547.071594","347508076.930834","352885885.462726","360568465.9583","379006925.71655","378238639.262112","478112098.304934","530609232.785126","458905373.942155","509610422.692864","620751529.536439","734453817.010519","755708314.722648","734965782.197764","740071144.230583","758993295.395518","775453108.765763","819132368.956418","838098412.329907","878598913.032418","884979065.927371","960422639.276761","1018058754.91489","1078785105.86547","1162313536.30552","1243824297.42185","1285879597.92681","1359523105.64633","1410009649.15585","1481743946.83279","1538834497.26759","1563208326.24021","1572443093.60123","1634803593.52012","1698819712.92932","1724421526.27816","1812612736.00476","1844567321.20587","1899370686.18547","1982178986.95596","2064664990.92879","2203669055.26709","2251474530.25126","2392147273.25836","2559623576.75889","2699545129.11507","2754054730.54624","2879137807.18227","2925547793.68098","",
"Late-demographic dividend","LTE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1032369121142.83","1027210461810.53","1060945555924.38","1099966444756.95","1173097944199.04","1245239847519.64","1325546289746.48","1360590615615.1","1453655276664.71","1597545410820.73","1757659485478.06","1905974445956.92","2063950515070.35","2264798538934.42","2410881866547.18","2527627204407.17","2707417432020.26","2878549166634.07","3034225584485.58","3260474213151.15","3531040721620.77","3524468620091.85","3586281851308.67","3608091789316.82","3870772031773.44","4155020717901.45","4403651156310.62","4664976743510.94","4874620865914.95","5087072910904.36","5105309237064.5","5127544609446.41","5091397801590.24","5256899563130.21","5434959624740.74","5709479079432.44","5960558206710.62","6256209935059.9","6385762125605.38","6646317750627.93","7093245177045.69","7432197163712.37","7842233836103.87","8340984452718.74","8987226615023.42","9633321946230.91","10473023762372.6","11481761351214.2","12226563305381.2","12548770734613.9","13507637241330.5","14401210461604.1","15172993152026.2","15952196190204.1","16683665747523.6","17318507830144.9","",
"Lithuania","LTU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19321871754.107","20316940116.5872","22001870429.2528","23644788818.23","23376504901.9608","24272214758.8765","25855838632.7504","27603887122.4165","30512940646.5289","32511563593.0048","35023864732.3794","37617887784.8437","41788565845.257","42886801934.2872","36533481054.584","37132564255.4319","39378844329.6237","40888984366.7197","42322889772.1251","43802081611.0228","44581135002.6497","",
"Luxembourg","LUX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8504569341.04603","8830292911.38481","8950268129.45117","9258077565.07848","9986302098.27926","9912909408.31401","10022536681.115","10044258606.2042","10464497572.5047","11508107049.8939","11393113377.4834","11696994701.9868","12468784900.6623","13505274701.9868","14074180000","13149313377.4834","13482560662.2517","13694206754.9669","14252241721.8543","14586543576.1589","14709199337.7484","14628158940.3974","14793646887.4172","15235840264.9007","16178472582.7815","16630127947.0199","18290469006.6225","19013121456.9536","20622255761.5894","22642836953.6424","23847420529.8013","25908837086.0927","26380287947.0199","27488430993.3775","28538742251.6556","28947474172.1854","29504205298.0132","31150270198.6755","33216214569.5364","36095405298.0133","39512162913.9073","41323778807.947","42819997350.9934","43418468874.1722","45333749668.8742","46791903311.2583","49183280794.702","53312443708.6093","52863003973.5099","50020590728.4768","52909380132.4503","53974091390.7285","53977190728.4768","56241148344.3709","58887976158.9404","60968109933.7748","",
"Latvia","LVA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12759814520.4028","13060821409.6449","14232916004.2395","15161153948.0657","15558216746.1579","16399427662.9571","17459046104.9285","18699166666.6667","20275637254.902","21965722045.575","24315402755.6969","27206355325.9142","29913222045.575","28833679120.2968","24701165871.7541","23765078166.4017","25241169846.3169","26250601483.8368","27011449390.567","27578546634.8702","28333749337.5729","",
"Macao SAR, China","MAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","3683231826.58982","4051555002.18429","4395937185.09046","4426708738.32158","4723298231.34816","5398729875.20145","5819830807.12228","6110822346.46918","6599688135.39777","6843876592.522","7754112178.80264","8157326015.65282","8508091030.1881","8788858033.2861","8753702604.01913","8727441492.695","8325979191.86255","8126155690.61195","8589346561.66661","9918410535.70926","10805834997.9008","12065115459.4317","15293135565.0794","16525732336.0536","18725996392.0697","21431444070.7025","22158776481.721","22451519980.9567","28123640998.7253","34218765120.1229","37377058441.3317","41563521591.0347","41209357161.1151","32823775283.8127","",
"St. Martin (French part)","MAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","11947014184.2009","13145161283.9847","14445446369.6065","15653398481.5429","16391215216.3929","17308614101.4967","17730466108.6526","18361548509.4074","19389069934.5818","20854538798.9137","23109494479.5687","24509737499.8931","25056957435.6219","26258134655.157","27214499196.1996","26740032111.0679","29135236266.2304","29539216588.5393","31435157625.4702","33323672523.7555","36413145449.7067","36294801242.8977","40604894538.531","41760592095.0181","43185385081.897","46301680542.2391","45330392242.2895","44994679123.3821","49758715929.222","47069034480.2997","52892827880.8586","52067328269.9329","55836249260.847","56440024805.3577","57519650790.1246","61730070507.7354","63656943581.2509","67451637210.9079","70687304633.4949","73014076004.5985","78544623310.6445","81318751799.0351","86135221236.4504","89790590993.4885","93216746661.5977","98106615021.8513","101059586129.684","105643096655.287","108338099239.881","113222508863.609","",
"Monaco","MCO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5350674803.33858","","","","","","",
"Moldova","MDA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3994597528.99856","3759832629.01354","3821759496.30722","3571732651.50415","3451427607.82648","3524173901.54317","3739148519.43694","4030802095.98931","4296835030.54075","4614800815.93701","4960910881.53213","5199034597.33391","5355005645.59355","5772696091.31765","5426334310.87913","5811604051.96737","6206793144.22054","6163345582.70734","6742700073.59761","7066349660.23491","7031017911.49375","",
"Madagascar","MDG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3651568049.64215","3726375268.63735","3811003848.33106","3775584316.6825","3925192556.84327","3907440721.85032","3988111883.32034","4208597265.39408","4495993370.4132","4663299272.37588","4909356186.80498","5102262712.08589","5037330218.25146","4905428818.09139","5003874857.50605","5066858211.73783","4911363508.33334","5027468159.29592","4893646711.95061","5375898481.85328","5419215903.00879","4893617620.98775","4805033640.52864","4848380152.64701","4931029463.22784","4988026106.75789","5085746813.92281","5145661260.66408","5320789571.26692","5537818872.77088","5711154233.15068","5350806992.567","5414275712.05954","5527789241.14197","5523830887.64384","5618410647.91236","5739145519.79672","5951120435.23127","6185138512.86326","6473311272.40879","6781445103.03066","7189540561.32302","6278353422.6091","6892683532.63525","7255032154.37267","7588974026.87796","7970138367.75655","8467521105.2625","9071129493.65325","8707027002.4923","8729936135.74487","8856903643.14915","9125047117.25716","9330835548.79499","9640232447.05013","9934660186.3021","",
"Maldives","MDV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1225915100.12917","1292029145.00541","1480026955.54827","1674797438.99628","1538724510.52075","1844747307.15336","2032394745.6969","2289934843.24323","2168024403.78079","2323401757.8125","2525754691.5989","2588809904.81054","2710478628.92842","2873034879.93396","2954819940.53837","",
"Middle East & North Africa","MEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","422911276764.462","469074328448.3","510745627108.356","562244053319.262","647178881474.054","707926744805.571","784947234297.897","803788625879.085","914458072452.068","951048530636.829","925770814639.902","960828119628.232","979151275817.63","999926517258.432","1018443580369.5","1024903059055.72","1021408601454.22","1026046962568.51","1009951265028.85","1018021827428.91","1035220836537.37","1064615600302.22","1185190116826.39","1211018176864.41","1268373995461.31","1307104254669.96","1344222654343.63","1386315578147.65","1458948376008.59","1517756256540.04","1587899576423.22","1634432175393.9","1726350787424.65","1759878447304.56","1801243313916.16","1884679695789.41","2042952569329.77","2157511615613.74","2304173227171.64","2446053966049.43","2568871821948.35","2609369238731.2","2742650825510.25","2844397499073.82","2933886074126.36","3011607144742.02","3102867604175.48","3198346541397.38","",
"Mexico","MEX","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","140724856109.908","147761098918.828","154653289290.681","167190856583.44","187095731860.222","200379528814.55","212594944027.878","225042218294.306","246248573983.146","254666877045.988","271226550064.066","281431361365.624","304589805806.953","328533975525.154","347512815682.393","367475637424.787","383708668417.922","396718846887.645","432252725208.694","474173329925.009","517954948317.37","563393067017.382","559855507245.309","536362309775.506","555725959502.044","570138068395.884","548735542096.88","558918685412.78","565879671435.121","589636959531.769","619521566776.621","645679320563.976","669108819488.447","696284178075.869","729200001792.475","687207689775.037","727579538176.222","778240092360.952","814831715122.019","836563384093.725","880871744874.416","875538133492.772","876693118608.856","889165579491.431","927361592006.62","955484515365.572","1002728584323.31","1034857241688.87","1049348247989.9","1000025324482.99","1051128603513.77","1093642696896.43","1137587161961.8","1153059224944.45","1178948962503.97","1208009534812.31","",
"Marshall Islands","MHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","71126633.5250774","74562923.623447","86126144.5213423","89455803.5585953","83858292.1433601","104439212.926835","114218643.676675","123115187.256276","121032559.89998","124271689.504142","124380910.337598","133262703.474743","141266788.98633","149570049.502549","161854578.296445","145178809.00362","135821060.749959","131958021.209529","128794783.1948","136381690.162102","143696333.237346","147455218.890203","147706089.01076","147624229.685066","151684204.52211","154601864.559759","160097467.661702","157478477.168019","154786380.332755","164751292.561566","167514160.55481","173711817.53828","177809801.177791","176121238.126173","177238588.569731","",
"Middle income","MIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2135875224711.37","2183962171706.82","2265906015269.69","2372336226506.96","2555918920517.85","2703425112878.92","2819920946710.24","2923846160105.81","3116990764390.66","3355538848441.23","3626198937348.09","3853914866346.25","4100465544094.2","4405657880585.32","4672362484612.29","4876796209215.23","5205971755961.32","5441655166764.91","5617740283333.95","5853036667900.79","6122573140633.81","6222386824651.96","6373417010661.32","6451670460182.67","6742857604774.44","7037378658267.52","7316637336815.98","7636184565865.83","7918226650243.35","8141821709909.92","8313787982120.42","8409124238876.63","8477196764693.48","8712377786234.7","8926670788303.55","9249643160926.34","9690683551738.86","10164335130838.1","10357078421853.2","10691973005398.5","11296349598234","11687065198235.4","12171028355481.2","12836213937729.8","13877294319660.5","14864533766598.5","16072714644851.7","17473163453219","18469172495966.5","18900727173696.6","20327440462057.7","21546226141859.3","22598319314115.1","23710570864329.6","24732957724037.5","25676306817301.2","",
"Macedonia, FYR","MKD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7693306832.47839","7218570743.08383","6744657232.91406","6240880484.35722","6131155435.15501","6062809746.02776","6134660341.64662","6222998305.92263","6433256966.43762","6712397782.5365","7017753871.63858","6802502120.44073","6904133452.9802","7057558640.8242","7387459163.25549","7736396749.21033","8133817396.81345","8660358997.01112","9134228879.94995","9101472088.16896","9407168702.4313","9627286317.03306","9583368137.54723","9863707082.21495","10212964611.2295","10587298397.3942","",
"Mali","MLI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","1944068679.30504","2016162720.4351","2020820044.61598","2144836858.6076","2199937632.21704","2328502348.91457","2294619943.28721","2259539194.64372","2522211736.30104","2865823701.8849","3047764737.91777","3003161422.32356","3315360389.90145","3171943208.35413","3219801623.77551","2982230716.74934","3036533373.70055","3027818184.15639","3642060605.84473","3740127490.2144","3734922568.38203","4010922927.40697","4178474744.85538","4073912797.44007","4552402157.86377","4405875697.20066","4545637483.9988","4717459583.09197","4760908442.4543","5096827925.44063","5342954986.49485","5747505780.22185","6075167846.2737","6071472019.62682","7005036095.98509","7222634110.29424","7881269147.98058","8004216841.12223","8527273414.25","8924830836.57373","9236630227.00142","9677529938.79202","10130347922.7255","10678749467.4697","11024767958.1827","10932581178.5301","11184422457.8225","11972181170.8491","12686032241.3252","",
"Malta","MLT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","1132760992.07924","1160558813.54025","1228315983.98006","1279243736.45961","1407633736.86509","1682968141.14524","1969360212.39334","2209310485.30146","2455895079.442","2713537495.52179","2904834064.76522","3001035286.9753","3069592419.25115","3050794555.87408","3079544366.01369","3159159165.2575","3281898602.22506","3416801426.36599","3704299217.81948","4007277712.03384","4259391217.14401","4525879704.80963","4738185732.81224","4950491915.78616","5230249355.85923","5561977660.21319","5772072247.80501","6075508837.17384","6386915290.41422","6688375995.74397","7141192052.98013","7184635761.5894","7398940397.35099","7587152317.88079","7620794701.98675","7909139072.84768","8053774834.43709","8374834437.08609","8655099337.74834","8441986754.96689","8741059602.64901","8900397350.99338","9154172185.43046","9563576158.9404","9894569536.42384","10503576158.9404","",
"Myanmar","MMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3333228175.41667","3348946382.17848","3485813551.93211","3951145083.59298","3718263847.98626","4115844769.09695","3916153089.10747","3684110880.30148","4128390344.13357","4264286266.64172","4476619177.47227","4661501868.32144","4775048659.42452","4728820233.0986","4981451575.52474","5188316772.84252","5503786990.35485","5831388166.45986","6211467377.01337","6534543030.89318","7053290217.82923","7501580034.68173","7921959309.78515","8269819885.23305","8677747608.3883","8925150213.44586","8830780248.51819","8477051707.96393","7514699543.35342","7792390041.91169","8011896469.83221","7959769716.69818","8728758488.43159","9255924021.27606","9948078165.29611","10639275753.1782","11324734004.9478","11964760742.6045","12666639111.0121","14053019226.0514","15984737489.9235","17798045642.3967","19938352012.0592","22698616844.6139","25777607411.1668","29275358077.5678","33103433579.0849","37073010378.8498","40874960811.5854","45187272895.2514","49540813342.4834","52310879190.5434","56146663569.5951","60877582017.3893","65742457738.05","70537733541.4101","",
"Middle East & North Africa (excluding high income)","MNA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","200548346376.604","213266433269.382","232493667954.365","260024718515.55","291058995068.843","317632269739.291","342782876783.491","389376265180.255","411886478769.871","437761053558.326","448407784842.026","519778813304.436","522713227856.702","498171813531.31","483444392546.993","450211402397.732","444192870419.081","503962071688.776","533424275448.286","528759360322.859","546493247717.531","532256202271.757","539507972688.758","535094176040.164","546870475975.368","617187792814.948","605364029690.984","633887960984.223","644840932853.057","654982655083.133","672192179537.812","715521290709.879","742040048936.356","792617624719.029","831892095340.103","866789162587.415","891505798935.887","923033100615.487","946429418158.921","1023149180488.48","1073922415059.83","1135528949312.85","1207336797681.75","1252637343021.48","1291947069615.01","1362935523406.91","1355106491795.34","1363149072765.42","1384556028714.67","1423900472850.49","","",
"Montenegro","MNE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2961522266.67214","3106636946.23559","2814613150.07719","2901866085.02629","2933786641.91425","2989528554.61809","3064266720.83157","3199094565.46695","3333232409.58066","3618765190.57109","4004449562.92022","4281661575.60172","4039451560.28133","4138972769.65459","4272597478.2793","4156221878.46675","4303726737.38115","4380490274.27873","4518527906.24423","",
"Mongolia","MNG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2497286687.56825","2705613742.23393","2863460274.85253","3033361383.82506","3206653444.9018","3507277029.40246","3628581412.76326","3813928346.6427","3973281738.48137","3846754163.75868","3512334869.85449","3187216797.15443","3086220540.65095","3152092297.77783","3353083158.54068","3428027713.77992","3561608135.38298","3680563589.04455","3793570472.83895","3837047147.67723","3950344043.39618","4137312976.2217","4427116631.48508","4897515745.8588","5252765152.97931","5702204073.4079","6286566879.73681","6846094463.21246","6759244981.35597","7189481853.13241","8432599153.13692","9471480167.12842","10574804919.6101","11408652168.478","11677573630.4734","",
"Northern Mariana Islands","MNP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1456241935.48387","1462189826.30273","1416589330.02481","1237161290.32258","1151908188.58561","1074585607.94045","955627791.563275","788095533.498759","799000000","737538461.538462","741503722.084367","758356079.404467","780165012.406948","806930521.091811","",
"Mozambique","MOZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2256863838.22703","2369707096.70251","2206197320.31434","1859824296.04982","1738935719.04124","1756325019.20837","1715929613.55749","1968171274.00593","2129561223.59834","2267982800.06229","2290662465.51963","2402904906.60492","2277201007.17869","2476846449.1061","2629392015.76334","2688219667.4643","3409880890.89143","3779581255.9847","4227816687.96006","4558557689.36852","4635073216.24829","5224699295.73394","5684162360.24927","6053667397.64344","6526530624.44069","7095687684.10245","7794687813.46585","8373526084.51733","8949306941.23667","9517718742.50536","10154238250.1818","10876976985.2962","11659922000.9265","12492636703.2019","13422568269.9264","14309762880.755","",
