"Data Source","World Development Indicators",

"Last Updated Date","2017-06-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"East Asia & Pacific (excluding high income)","EAP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257594548494.774","228636003719.02","228323298162.516","241491518673.671","265312428163.276","291496700113.03","313584860747.418","310634348985.371","318951340077.617","353171668515.103","398106169150.024","424189060229.678","445856990769.729","482992218312.964","503779415915.166","536415768564.684","554805200469.537","597958839068.002","652542546679.16","699219784028.524","752695619112.83","796570214632.49","844684070013.815","906834525271.262","992615238413.722","1064230671523.06","1137962378845.65","1238256265449.11","1356457314918.46","1437035651924.99","1514902098463.95","1635140114789.22","1811045188731.86","2008061956180.22","2224334956293.57","2441029225659.97","2659317277659.02","2846736712219.27","2896898387876.11","3074060514123.38","3305060203048.52","3527055570662.72","3804511451860.31","4136653546242.92","4505848774944.79","4943279007902.03","5475315369503.91","6148065254555.18","6663659313087.84","7174198899469.47","7874795966413.76","8542056424199.08","9183856567788.47","9845716113264.48","10511337172207.7","11193274087634.7","",
"Early-demographic dividend","EAR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1079864963959.17","1125322617926.35","1171778542503.74","1232716555833.98","1334061914536.78","1407955310699.79","1462766762127.32","1540570877830.1","1647625629656.12","1747398865688.55","1857257181825.06","1954172517881.03","2077144561058.47","2216900684947.64","2360793697360.95","2449934113301.3","2614900517356.5","2719262720192.87","2770155320995.57","2855701829824.25","2940532020978.95","3055888496247.15","3084511194247.48","3113746402081.9","3187780231268.04","3224249263302.15","3298942770015.11","3403729977047.98","3513598600796.64","3579716090043.43","3769345781603.59","3943802587040.79","4118052585763.06","4265038056816.74","4394245833076.67","4521611688420.25","4772513078169.33","5010029628710.9","5100008618995.82","5193973528760.18","5427474816013.44","5492632272243.24","5592264957932.8","5842848719436.74","6242572987637.44","6653759826084.76","7095575950901.25","7554146814654.62","7841357441243.27","7929558790466.31","8447540891106.83","8880822802361.14","9211606545200.69","9575815090155.21","9939544004903.3","10396730350958","",
"East Asia & Pacific","EAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1335714476155.56","1413777556950.55","1501758633095.43","1619596103727.13","1790821330328.94","1908240169974.2","2080105313769.11","2256717595075.52","2491181023822.11","2780462751302.37","2841004184133.63","2987132932963.7","3210348259056.58","3458172258168.41","3475353311126.03","3597299039773.33","3751744027160.04","3947929328544.33","4170453651939.08","4412821635028.82","4570354078363.87","4778696652174.43","4968935090259.4","5156546249059.13","5452667685894.96","5790570224064","6039546452600.4","6371753090925.46","6859887355625.46","7231130455432.01","7628883534876.42","7962582114762.51","8232673544536.29","8524992221132.08","8887071407757.8","9338898106273.32","9812626255389.99","10151454654096.1","10138529547797.2","10438980958563.7","10948140429298.9","11242006683437.8","11646198376335.4","12142774380674.3","12768573541639.9","13412994875539.2","14157108393983.4","15076859981257.7","15605448601530.4","15815389871075.1","16932058751884.1","17713189289217","18538633189446.1","19417965144593","20214133797997.2","21041175211147.3","",
"Europe & Central Asia (excluding high income)","ECA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2450145398580.67","2413975214483.15","2286690333426.19","2045784627471.54","1931417540953.79","1728462978354.97","1705897809509.33","1705683216707.69","1750607376864.97","1719453240519.88","1757072387392.65","1898778770365.09","1951807420199.03","2057302345216.4","2196316159676.82","2376295214139.86","2541774868419.82","2747386334495.69","2957581978910.41","3087180114702.26","2898189532164.03","3053841524948.13","3217831756387.61","3309818848901.3","3396381254726.38","3449957144377.53","3442798893311.94","",
"Europe & Central Asia","ECS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","8440243992931.89","8754459844620.92","9173254725642.6","9724832549723.17","9952418575903.7","9904730685176.97","10376769413446.1","10674062710675.7","11015701173731.4","11427122249013.4","11592590201729.6","11651554965255.9","11762143463407.1","11987213155795.4","12306061326358.6","12646073803702.1","12995993702052.9","13391264583592.7","13952444393373.4","14449320216370.6","14783744784877","14848412902084.8","14757461006834.6","14632000862831.1","14790714076537.8","15109414468512.4","15378680408329.3","15819105014436.6","16211483052981.9","16685505634795.2","17405958142692.2","17798296037256.5","18104091166832.3","18443368595591.2","19043866035979.6","19559666203792.2","20328507237660.1","21079286527450","21286160927573.4","20328410608397.8","20863084019994.1","21322316716496.4","21350310079598.7","21484448795790.1","21831085310712.5","22218436322816.7","",
"Ecuador","ECU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","10202243247.2743","10359671884.8964","10831957305.1699","11251766964.446","12130742580.3667","12703067759.1904","12659937587.1629","13244962663.9128","13497867066.9789","14128114602.6041","15098988653.7367","16049108549.3378","16854395152.4747","19205698245.4985","21358370782.4021","23701844116.8743","25455113995.4351","25863628384.4358","27339620380.6521","28360495038.3763","29412295887.7496","31063168090.3808","31254158536.0803","31148873036.3377","31966616073.5339","33224502867.2422","34375659633.5607","34286592743.4633","36306233273.873","36671393361.237","38020869118.8889","39652474795.4838","40490851303.0372","41289824101.1892","43048048229.3022","44017726512.0244","44780002396.8268","46718020342.0217","48244078213.3422","45957605225.5696","46459371078.3637","48325007474.5456","50304775101.152","51674512421.7873","55917517445.674","58876285668.9747","61468918471.6664","62815127109.2433","66808366776.0763","67186830556.6821","69555367000","75028081292.3641","79261137178.2611","83181798259.0618","86503004995.8985","86639458057.6387","",
"Egypt, Arab Rep.","EGY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","23573024667.6856","23822108114.5976","23971219031.7356","24623575735.1268","26301069191.2859","27773538667.9716","28729201721.1177","29312087515.7894","29518810096.2038","30252499717.1634","32956822958.9751","37777499132.448","42626981006.9503","45090696923.6578","47813659681.4368","52600445445.9254","54576160667.6193","59983114173.3513","64422548088.9067","68346857408.9526","72859151048.654","74787423720.5189","76671634175.2877","80735782003.5907","84750270728.1342","89582522079.9305","90548972355.789","94562099271.1944","97305147974.7895","101171249024.616","105868082561.312","111149555940.465","117252924228.45","121985682645.739","129433470192.683","136381466595.601","141202859219.841","144550057617.211","149166198274.123","155269958553.285","162212626119.905","173312772191.837","185597209140.304","198871216255.072","208189218087.493","218888324504.753","222864751906.045","227754133456.084","232552285851.12","237735390300.773","247720276693.405","",
"Euro area","EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2868618733937.19","3060217477034.61","3255743629307.09","3443517219703.9","3632487030514.22","3812801590639.74","4013534050870.8","4224723574852.6","4458862892839.72","4768911782562.78","5035549308721.43","5227234778293.3","5484571438098.71","5822983235795.12","6010324260639.52","5964752490579.17","6264205934199.53","6457056504813.99","6659238446470.13","6915413269628.26","7064672492409.35","7101163293590.01","7152354101401.41","7251410489912.35","7423135245247.61","7594475480744.03","7785084387187.35","7983336840999.67","8327620531170.06","8669383089674","8979545026511.29","9218004235062.62","9348249009912.07","9286532960172.18","9515984073231.58","9751232557782.82","9920504296046.15","10190357652958.5","10492428160358.7","10806256050637.5","11224164268083.1","11468092536116.5","11584027661108.4","11667834770767.4","11939484120098.9","12142045202760.4","12535350042645.7","12914478073276.3","12970626059092.3","12384125081648","12643396172223.2","12838934984668.7","12721942019278.5","12688547436863.6","12835321500883.9","13096245714895.8","",
"Eritrea","ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22552","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","",
"Spain","ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224160849117.914","250698521717.355","275651643901.673","302104550805.404","318141801837.245","338035637876.191","362529904064.329","378264928763.819","403219142287.782","439133934013.184","457976876556.292","479270390066.225","518329708874.172","558699638145.696","590091773907.285","593291271125.828","612892377880.795","630289783311.259","639510944105.961","639776638543.047","653907565165.563","653041342781.457","661181253245.033","672884926754.967","684893820132.451","700793190860.927","723592247947.02","763730797218.543","802637720264.901","841381286225.166","873197223046.358","895428829403.974","903749292185.431","894427192582.782","915743139602.649","940994701986.755","966162913907.285","1001810596026.49","1044948344370.86","1091813245033.11","1149560264900.66","1195554966887.42","1229984105960.26","1269190728476.82","1309382781456.95","1358132450331.13","1414822516556.29","1468145695364.24","1484529801324.5","1431475496688.74","1431672847682.12","1417354966887.42","1375829139072.85","1352358940397.35","1371007947019.87","1414944370860.93","",
"Estonia","EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10507788079.4702","11067218543.0464","12372993377.4834","12882423841.0596","12772092715.2318","14121854304.6358","15015589403.9735","15927986754.9669","17109231788.0795","18186211920.5298","19890940397.351","21934119205.298","23633615894.0397","22352794701.9868","19061483443.7086","19492092715.2318","20972966887.4172","21876331125.8278","22185920529.8013","22812211920.5298","23141668874.1722","",
"Ethiopia","ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603582.4004","8302969571.40327","8986719590.4107","8730775888.58719","7757787405.8765","8507314752.68831","9686371612.14658","9735159432.65082","9700011206.06829","9964477334.54831","9253264786.76097","8450777236.91964","9561448857.46772","9866455688.41206","10471023886.7174","11772171511.4072","12141100402.7987","11721244256.7242","12326311977.6713","13074915712.856","14160304517.4679","14374794288.2309","14064103274.4481","15972968198.9981","17860775923.3616","19795942247.5789","22063798449.7811","24444156129.287","26595865977.4424","29933790334.3418","33279878092.46","36157859262.3837","39984181570.2945","44094230373.9461","48330591494.5301","",
"European Union","EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4121646361321.75","4352142325187.95","4571123251467.56","4806438507887.68","5074047040585.85","5296964479062.09","5524673506884.38","5770880072853.18","6063142269423.49","6414033077126.64","6772883577196.24","7019411445781.21","7350350073009.95","7799100135288.44","7972548552843.66","7910497113250.89","8274307128037.21","8507146120606.8","8781454463038.14","9117854934741.5","9251861342874.68","9281522064761.61","9373055523050.03","9544997778927.12","9779180080778.32","10034816993287.2","10302738639971.1","10606129240076.2","11073718724910.2","11486152730561.7","11827435834131","11995853500221.1","12122770391086.6","12104365790827.2","12447717344250.9","12782165407667.5","13037564336786","13398988535311.9","13798074466181.1","14216515175464","14768653333571.4","15099693306564.9","15301414427544","15505461417485.9","15908028611800.6","16239634285326.2","16784888396971.9","17302938387246","17382455580030.1","16619968780703.5","16978256295743.4","17260813452030.9","17179583319210.2","17217918397097","17495591079623.9","17885420980566.9","",
"Fragile and conflict affected situations","FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262614813874.751","254460229966.756","293874841154.44","237064969249.064","249976222067.93","266274736720.878","276259513909.015","285986739105.441","304834439355.433","328757861818.228","368703057165.167","395827005646.406","403227201296.742","414267446971.328","410945571841.778","391491888299.155","446779293171.667","475748480186.365","506717504157.95","534274090639.803","563227141157.102","588529805319.627","623521862944.273","587857323407.997","625438889599.437","659449758984.778","679450819285.898","695032469285.8","",
"Finland","FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","54024056184.6264","58132407636.989","59865884371.5495","61832538320.9499","65071751219.1069","68522413655.7113","70148329257.5605","71669726483.3522","73320488114.6857","80354333544.7478","84640359602.649","86635265430.4636","93336923841.0596","99855414039.7351","103087268079.47","104947887814.57","105309310463.576","105561537218.543","108643625960.265","116381145033.113","122652980132.45","124241059602.649","128076821192.053","132074172185.43","136319205298.013","141140397350.993","144988079470.199","150148344370.861","157970860927.152","166007947019.868","167129801324.503","157245033112.583","152017218543.046","150900662251.656","156845033112.583","163443708609.271","169423841059.603","180015894039.735","189788079470.199","198222516556.291","209392052980.132","214796026490.066","218405298013.245","222760264900.662","231505960264.901","237941721854.305","247590728476.821","260427814569.536","262304635761.589","240614569536.424","247814569536.424","254185430463.576","250560264900.662","248660927152.318","247090066225.166","247753642384.106","",
"Fiji","FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947691.71023","722498562.502766","748552609.89601","796151353.766088","834981895.4225","812435140.840437","812435140.840437","920910122.082088","993811414.487906","1019614843.00484","1149133521.485","1228297185.11284","1320238654.83238","1473556228.21901","1511885651.37996","1519901818.079","1561488809.60335","1653679288.22782","1684493961.32804","1890420330.59666","1860108266.70614","1977852926.42833","1859607267.4678","1785964553.43267","1935860997.29061","1846550518.92944","1989656461.32804","1858040288.29806","1875798630.2599","2015332403.96404","2132221691.86122","2074651679.76551","2201205446.89983","2248091808.2538","2362744488.14922","2421813085.44581","2538060114.02424","2482222788.89205","2514491743.16624","2735766983.17288","2689258965.09042","2743044113.38537","2830821541.23268","2859129727.427","3010663631.42346","3031738275.88937","3087900695.98078","3061633357.19555","3093253731.52266","3050380074.73233","3140508835.9485","3225464043.61604","3286214925.24971","3486033014.15649","3675898740.14815","3880405925.87842","",
"France","FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","608212496021.392","641702333048.921","684517833291.215","721120191305.993","768125244944.552","804826539351.239","846790259917.14","886489132179.866","924244923191.558","988854546755.554","1045487417218.54","1101376158940.4","1151396026490.07","1224054304635.76","1276582781456.95","1264070198675.5","1318605298013.24","1364115231788.08","1418390728476.82","1468872847682.12","1492201324503.31","1508283443708.61","1546119205298.01","1565543046357.61","1589409271523.18","1615209271523.18","1653186754966.89","1695794701986.75","1776072847682.12","1853389403973.51","1907397350993.38","1927217218543.05","1958046357615.89","1946050331125.83","1991692715231.79","2033221192052.98","2061442384105.96","2109625165562.91","2184647682119.2","2259080794701.99","2346623841059.6","2392487417218.54","2419246357615.89","2439072847682.12","2507035761589.4","2547341721854.3","2607839735099.34","2669423841059.6","2674637086092.71","2595966887417.22","2646994701986.75","2702031788079.47","2706968211920.53","2722566887417.22","2739899337748.34","2774810596026.49","",
"Faroe Islands","FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2301178416.00619","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","203119276.665203","205556220.596399","210795650.048471","218228329.038619","226392091.208127","243207004.33338","252954780.058165","273546956.276773","272084789.918055","291359310.553065","282293513.587426","265170327.054876","273008026.126389","276785776.608529","289416091.462329","294472750.119562","296239290.775286","301648209.677772","291901165.036167","298207854.082906","297720587.143863","291588505.129794","284124876.95172","286858031.417753","294117200","300148270.688121","301841581.178713","291091490.415027","281185922.570697","291794183.197587","",
"Gabon","GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185116065.60131","2507788728.45896","2694599217.24474","2858765930.71951","2988967099.55027","3238047760.73506","3384019101.66093","3523276660.31173","3611668656.19117","3903596598.83735","4242403104.80399","4677619823.51501","5207920211.5722","5738213230.02661","8004066949.73228","9540056594.85938","12938733999.2861","11310770691.4855","8590620139.78418","8631374495.28825","8851728061.99457","9302752753.63111","9014598089.52999","9520158446.65818","10235017844.0222","9996240063.52899","9915910504.90297","8215724303.74084","9271063112.44527","10063304194.7561","10585814826.4062","11232873126.3755","10885760985.9173","11315373531.2553","11735485609.8244","12319190798.347","12765767503.6889","13498314143.8215","13967763046.8196","12720075459.928","12480560713.2671","12747049816.8665","12715305434.8118","13001060309.9028","13090708218.7965","13601338189.7726","13106978860.3736","13848696552.9606","13390522031.7449","13407974049.0581","14358584300.3006","15376859682.3653","16184310411.783","17096848843.9712","17834556863.8851","18550226877.7992","",
"United Kingdom","GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","726715409353.716","745417938846.318","755317038225.689","785199201831.356","824759755405.205","847762113872.872","865135397631.448","885128374743.257","920398421393.316","939289098765.891","995248756953.028","1029876797126.08","1074104545271.94","1144093997836.84","1115804282601.98","1099197285692.21","1131313417027.19","1159180089462.3","1207810997218.79","1252928745828.18","1227354409765.14","1217794224969.1","1242340961835.6","1294774864647.71","1324225386433.87","1379674750927.07","1423179373609.39","1499454453800.99","1586233880253.4","1627204636897.4","1638869789709.52","1620531098114.96","1626362942521.63","1667136083899.88","1731905567367.12","1775313578337.45","1820561606458.59","1877493816903.58","1937400502317.68","2001012106922.13","2075949258807.17","2132541863875.15","2183664187113.72","2259355204573.55","2316468928306.55","2385316603986.4","2445021282756.49","2507511603986.4","2491784360784.92","2383946471878.86","2429602904820.77","2466267113720.64","2498649659610.63","2546400813813.35","2624587638133.5","2682177102132.26","",
"Georgia","GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7010305062.96838","7538575805.12045","8009736758.52812","8366677446.19979","8766449821.59492","9822992544.74402","10065712416.0819","10351263975.1433","11022311735.671","11993189293.9305","12878400035.507","13663668750.0179","14605990519.1838","15691088205.5298","16847575708.7333","17618565633.9761","18546610128.0177","18917827677.8654","19731651217.9238","20802472730.341","21830459251.4482","20045758979.027","20302754198.3971","21430685499.5587","19888704410.2282","16947517873.4484","13371591506.3468","7367746932.24788","5208996972.76914","4667261637.78133","4788610217.37155","5324934690.55704","5885066735.43367","6067792374.03043","6241892898.77199","6356640224.21038","6662105527.6291","7026778397.24439","7803806728.08244","8260901422.95598","9053918286.74546","9903472455.26205","11125957083.2467","11383417007.1232","10953604844.0314","11638536890.5347","12479016519.7774","13271494210.7138","13721005522.6874","14355373148.9259","14753724431.5116","",
"Ghana","GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006635822.73907","7246940590.64389","7544728873.6092","7877147681.27857","8051179671.60213","8161400230.29117","7813864110.02662","8054168877.93144","8083877511.74412","8569409338.94621","9402653506.8744","9893107625.46892","9647001199.36843","9925277071.22695","10605408353.1228","9286983330.41176","8959135841.71556","9162876198.8511","9939515684.52064","9689542687.79284","9735247867.50358","9394215617.27393","8743792969.19078","8344749210.01773","9066367194.07528","9527991912.16001","10023367521.1449","10503977857.9566","11095159458.876","11659445144.8497","12047566839.9157","12683898392.5916","13175959988.8964","13814994122.6508","14270888872.2276","14857767623.377","15541590590.4421","16193771304.6299","16954941837.7833","17700958746.2464","18355894240.1495","19090130009.7555","19949185802.7894","20986543461.3304","22161789893.0289","23469336372.7469","24971353345.8208","26056812915.8501","28440958947.8913","29819138460.1109","32174772955.9748","36694042412.3186","40103840658.742","43036444041.2994","44751818870.199","46504846805.2194","",
"Gibraltar","GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2093182838.01598","2162256591.5945","2298654260.68375","2390680332.62773","2494054850.45135","2559235053.66731","2642946283.56569","2776260314.27409","2886480600.18645","3019480193.28732","3154196569.28423","3317634527.8206","3438533152.39032","3569610174.88817","3658959679.37405","3792817101.68064","3988701292.7338","4038504267.32873","4133010004.86076","4256887579.70004","4363170508.0501","4439861186.002","4659054145.11409","4645999834.78399","4735956493.06479","4921073734.73989","5115166393.89302","5232815181.98995","5253746369.51543","5258999828.38809","",
"Gambia, The","GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","172511783.225106","172511783.225106","189031759.079121","193635670.825667","205551712.920038","205416301.549712","205912802.569875","224960414.777983","238185373.283037","267704708.609747","287384286.039778","297269087.137348","316045929.43624","311848260.60591","331401394.801694","342410197.885098","339792188.95895","376772546.824955","390092425.808086","386923842.888132","402753171.003884","412638073.361704","431111165.728129","456528281.016936","472775571.822219","487464894.429975","503934816.90202","519113842.885312","519915075.622107","524499937.233744","536162432.466683","562434386.788253","582119581.960865","619375231.226392","653440870.022485","691340442.024706","668871875.534639","714823372.065284","765218419.327008","758012541.800052","766533358.521271","794366380.48455","839920448.143372","894092762.494649","952429030.415536","911201531.483016","964618263.859891","1010735774.36954","1019604582.94736","1067687902.72166","",
"Guinea-Bissau","GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","346876222.120853","333310005.953429","354558055.177321","358493269.468453","374837841.766108","404246060.704179","424229784.037391","393812211.683808","445504173.427612","454388169.786882","381901208.610233","451283218.199763","470237484.024701","454257462.717538","495636787.929002","516287459.492901","512188923.751408","527042402.57834","551286353.035546","584914820.689091","620594624.671587","652244950.67124","659419644.940708","673267457.48237","694812016.259486","725383745.03072","809528259.427305","862147596.29008","619884296.495425","626241441.845979","660227485.78105","674679250.209882","668032461.871034","671830294.396345","690382229.518456","719829967.078461","736456240.638442","760060013.979463","784438005.598301","810416063.82915","846332419.519942","925330308.172854","908692975.560969","916146733.383677","939426709.919093","984488940.87109","",
"Equatorial Guinea","GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164823625.345287","174332993.380167","178171240.962056","187087619.731341","188979789.625448","213367969.501364","208395308.724523","217641261.247788","223420207.349764","220673975.135883","216793281.866299","214577136.566392","289132649.392006","321033270.558427","374545778.484309","440039841.165775","733018355.341348","1832347705.68562","2267978887.22543","2850033339.06636","3369132140.08517","5504483893.39929","6575812457.9716","7493483546.98056","10340911891.9968","12072880264.6495","13003085741.6938","14990232117.7878","17658359891.78","17895574579.7547","16298542027.9965","17361846462.6899","18805114508.9646","18027862926.5874","17905763285.4098","16422276373.8817","",
"Greece","GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","56491515458.1722","62790058100.0466","63752955511.9503","70214990313.0433","76013583120.8095","83153281183.1383","88224672189.7962","93060652160.7934","99262315691.3963","109089017107.221","117762978410.596","126996981986.755","139900067284.768","151221310463.576","141485318675.497","150493418278.146","160805073774.834","165534353642.384","177530402119.205","183357092317.881","184598660132.45","181730511523.179","179672145430.464","177734161456.954","181307649668.874","185857667682.119","186819778675.497","182599774834.437","190429400662.252","197665717880.795","197665717880.795","203793355099.338","205219908609.272","201936390066.225","205975117880.795","210300018145.695","216319075629.139","226019253774.835","234822488476.821","242037636423.841","251524956953.642","261916992450.331","272191660397.351","287963891258.278","302537722384.106","304350353112.583","321553555099.338","332080404503.311","330967362119.205","316733337350.993","299379400264.901","272038594039.735","252178432980.132","244004258145.695","244865225298.013","244328610066.225","",
"Grenada","GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","249333654.730784","262834372.960202","278635676.187369","277393876.849516","279758067.004804","293537432.489916","302126633.544568","316582578.875252","342167086.237094","370394472.071996","411692697.250396","425806390.167846","451661537.680334","475144528.994561","486058131.051721","484617344.887889","471825070.675929","484816331.713867","496955842.085015","517119375.08061","540952625.91312","576341238.006919","634393201.292504","646274759.694853","633194804.570222","654959758.575549","716944976.10934","712303113.595366","806847560.79538","774430775.474869","822062784.995063","829864579.657853","774978091.901503","771015888.888889","776912813.791643","767937177.52872","786001370.766791","843825685.896531","896385144.677434","",
"Greenland","GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2287220565.1596","","","","","","",
"Guatemala","GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155084426.15592","6419661859.5367","6646693282.31963","7280857208.22826","7618178771.70168","7950466155.74213","8388704117.87219","8733662363.20683","9499258267.50239","9949229488.76261","10517119926.9782","11104370089.4032","11918659280.2075","12727082193.7495","13538437489.5077","13802435778.4888","14822058371.8347","15979545620.1566","16777993949.5556","17568817326.7052","18229401021.852","18347319472.0306","17699642763.9668","17244391766.756","17330044272.4191","17224445561.9586","17249085062.1186","17860389756.9453","18555585256.7885","19287155816.2519","19885552011.166","20613014968.3545","21610342471.0625","22459009143.736","23364947510.9589","24521173038.5162","25246455365.5495","26348233382.3584","27663939747.2588","28728188705.453","29764951328.6868","30459240898.9255","31636985980.7653","32437651641.7311","33460112978.7587","34550949806.251","36409713775.7461","38705002717.4116","39974944749.1811","40185230154.8821","41338340406.3129","43058862367.5673","44337649189.5227","45977071711.5386","47896232448.8257","49883343904.669","",
"Guam","GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5093567916.41057","5157751485.35136","5180817455.43946","",
"Guyana","GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","954522047.155925","999284590.594639","1010325943.9599","886271484.085759","986954427.327117","1090989478.67906","1148083946.25847","1197607945.98826","1209881362.19178","1294505142.7579","1349592251.08502","1391603044.87748","1345434235.11509","1362181115.42152","1467107746.57016","1591562812.3239","1616023752.52004","1573382062.46162","1544963812.30303","1516602969.3715","1542899192.45353","1565983524.34857","1359428191.42146","1267090571.89669","1203371908.53798","1232248832.62381","1221151172.08408","1232134164.142","1186624880.94418","1127953245.0285","1093685067.78068","1159137853.24233","1249915116.23265","1352581118.93952","1467865791.95038","1541058183.77094","1662546992.91238","1766072935.58915","1735898393.94753","1787452510.14414","1762844159.6142","1802508140.80938","1821452515.21873","1803142268.19213","1862536418.38137","1826088235.43381","1919759428.3873","2054532558.00142","2095143414.88214","2164673350.94203","2259288396.24467","2382128754.44992","2496863007.30701","2627239852.71786","2728149909.80402","2810153023.85763","",
"High income","HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8915414707716.08","9339252529799.74","9888624373592.24","10413623006856.9","11088813902305.2","11703819907549.1","12415050362580.5","12980939516185.1","13774080624783.5","14576401445266.4","15106766392935.1","15694365898870.6","16568616521965.8","17612860332344.5","17823091972175.2","17863736907495.6","18752981439073.9","19484633351916.2","20320096369655.4","21154358927273","21457648461161.5","21891059553443.2","21917870652560.5","22528355159730.2","23560795072355.9","24460514071898.1","25215720792257.4","26084276924733.6","27346040558420.9","28435791564125.6","29342393161091.7","29760995741659.2","30377576665229.3","30783571352889.9","31762146994189.6","32679587120445.4","33656896778329.2","34778812892556.5","35716165148772.2","36896599201722.1","38385184619478","38967629367885.5","39579697693638.6","40405921956756.5","41732489974937","42881657519298.5","44177884011960.1","45341038118717.3","45487997845991.9","43950986395021.4","45239340599870.9","46058525293258.4","46636039085521.4","47270676311508","48173460418291.8","49215188812410.7","",
